entre, between
prunelles, pupils
poivre, pepper
pneu, tire
pièges, traps
perdant, loser
pause, break
nevers, nevers
metteur, director
mesuré, measured
logiquement, logically
lambeaux, tatters
innocents, innocent
imposant, imposing
flotter, float
fantastique, fantastic
espérant, Hoping
ernest, ernest
doyen, dean
divinité, divinity
défaire, undo
danseuse, dancer
cuite, cooked
cuisines, kitchens
craie, chalk
cordon, cordon
confiée, entrusted
comédien, actor
carrelage, tiling
bizarres, bizarre
bartlebooth, Bartlebooth
accessible, accessible
utilisateurs, users
traîné, dragged
symphonie, symphony
sybil, sybil
ruraux, rural
préparée, prepared
portugal, Portugal
pompiers, fire department
pensons, think
pelle, shovel
pari, bet
mollement, weakly
introduite, introduced
inspirait, inspired
hubert, hubert
employeurs, Employers
déclarait, said
croître, grow
creusé, excavated
concilier, conciliate
carrières, careers
budgets, budgets
avances, advances
attribué, assigned
arrêts, stops
ardente, Burning
allumée, lit
algébrique, algebraic
accomplie, accomplished
acceptait, accepted
vérifie, checks
touches, keys
suffire, suffice
soigné, neat
sexes, Gender
sèvres, Sevres
servitude, servitude
séduction, seduction
rythmes, rhythms
révélait, revealed
retrouvés, found
ressentait, felt
registres, records
proposée, proposed
prolongement, extension
préparent, prepare
poulets, chickens
plaintes, complaints
pignon, pinion
négligé, neglected
multiplient, multiply
meuse, meuse
lisses, smooth
lil, lil
liban, Lebanon
képi, kepi
illustration, illustration
hostiles, hostile
grondement, roar
géante, giantess
excessif, excessive
délicates, delicate
cuit, cooked
concentrer, focus
combattante, combatant
brutalité, brutality
brousse, bush
affectés, affected
vestiges, remains
stages, Internship
solitaires, solitary
sèchement, curtly
riaient, laughed
résume, summarizes
renvoyer, return
renverser, reverse
régulières, regular
poubelles, bins
pacha, pasha
mentales, mental
maternel, maternal
marquent, mark
locomotives, locomotives
larme, tear
interactions, interactions
fonce, dark
croupe, rump
confins, confines
chiottes, john
blême, pale
arrivera, happen
accuse, accused
visant, to
valu, earned
vallées, valleys
traversent, cross
temples, Temples
superficielle, Superficial
sam, Sat
retenus, selected
réacteurs, reactors
qualifié, qualified
prose, prose
partaient, went
obstinément, obstinately
nerveuses, nerve
mutuellement, mutually
mourant, dying
montraient, showed
maternité, maternity
inspirer, inspire
fauves, tawny
dorment, sleep
diderot, diderot
désespérément, desperately
descriptions, descriptions
demandaient, asked
commettre, commit
combustible, fuel
collait, stuck
char, tank
capdeverre, Capdeverre
caillou, pebble
bruxelles, Brussels
appliquent, apply
admirait, admired
volontés, wills
tuiles, tiles
troubler, disturb
stepan, Stepan
saloperie, rubbish
résignation, resignation
quantitative, quantitative
promenait, walking
poire, pear
physionomie, physiognomy
ouvrières, workers
osa, dared
occupations, occupations
mythique, mythical
murailles, walls
muets, dumb
mourait, died
insuffisante, insufficient
inlassablement, tirelessly
heureuses, happy
héréditaire, hereditary
géométriques, geometric
exclusive, exclusive
esquisse, sketch
développent, develop
délicats, delicate
déchire, tears
cube, cube
contents, happy
concrètes, concrete
chauffer, heat
canards, ducks
billard, billiards
ayons, have
artisanat, craft
appuyait, supported
approfondie, depth
apprêtait, ready
antérieurs, previous
annonçant, announcing
amitiés, friendships
trot, trot
titulaire, holder
tello, tello
superficie, area
suites, suites
socio, socio
reviendrait, would 
rassemble, together
rachel, rachel
préalablement, beforehand
piété, piety
outillage, tools
occidentaux, Western
nana, girl
miniature, miniature
mettra, will
mécanicien, mechanic
instincts, instincts
gustave, gustave
gelée, jelly
garine, garine
franchise, franchise
fichu, damn
fatale, fatal
exercée, exerted
distingué, distinguished
direz, say
conduisit, led
choux, cabbage
chirfa, Chirfa
barrières, barriers
balancer, swing
avenues, avenues
aude, aude
artistiques, artistic
artificiels, artificial
apte, apt
adrien, adrien
adhérents, members
accru, increased
william, william
unir, unite
typique, typical
tripes, tripe
traitait, treated
touristiques, tourist
touchent, touch
soucier, worry
soubrier, Soubrier
rubrique, rubric
rougir, blush
réserver, book
raphaël, raphaël
publie, published
poincaré, Poincaré
perceptible, perceptible
patois, patois
osais, dared
orfèvrerie, plate
navale, Naval
mortelle, deadly
micho, micho
mentionner, mention
médiocres, poor
malice, malice
imprévu, unexpected
imaginez, imagine
gênait, interfered
enregistrer, record
devenant, becoming
copine, girlfriend
contributions, contributions
calmement, calmly
bordée, broadside
bah, bah
aucunement, nothing
aristote, Aristotle
archéologie, archeology
agglomération, agglomeration
volupté, pleasure
vilain, ugly
viendront, will
traitée, treated
trahi, betrayed
stock, stock
souriante, smiling
ridicules, ridiculous
restées, remained
réservés, Reserved
reproduit, reproduced
remontent, back
rejette, rejects
références, References
réchauffer, warm
plaies, wounds
passionnément, passionately
partageait, shared
optimisme, optimism
mobilisation, mobilization
louche, ladle
libérée, released
irais, go
impossibles, impossible
grotesque, grotesque
gel, gel
formellement, formally
flou, fuzzy
fiancé, fiancé
fermant, closing
eusébio, Eusebio
entr', input '
emmerde, Fuck
diamants, diamonds
conservent, retain
compartiment, compartment
classifications, classifications
clans, clans
brûlante, burning
battus, beaten
bâtons, sticks
bascule, rocker
transporté, transported
tambours, drums
surveillant, supervisor
sanitaire, sanitary
rendements, yields
reconstitution, reconstitution
rationnel, rational
quantique, quantum
plantée, planted
pionniers, pioneers
mutuelle, mutual
menaçait, threatened
malle, trunk
jouit, has
interrompu, broken
intelligente, Intelligent
imposées, imposed
grandiose, grandiose
gonflé, inflated
flûte, flute
eugenio, eugenio
crèche, nursery
comprimé, compressed
comparaisons, comparisons
chutes, Falls
chromosomes, chromosomes
céréales, cereals
assurés, insured
assied, sits
arbitrage, arbitration
aluminium, aluminum
agrégation, aggregation
utilisait, used
traditionnellement, traditionally
spécificité, specificity
soulevant, raising
secouait, shaking
représentaient, represented
rassemblement, rally
pottier, potter
plane, flat
périodiquement, periodically
passionnée, passionate
naïve, naive
mutations, mutations
miracles, Miracles
météorologie, meteorology
menti, lied
madagascar, Madagascar
lisais, read
inconsciemment, unconsciously
frappée, hit
flore, flora
eden, Eden
déterminent, determine
dérange, Inconvenient
dépêche, telegram
dénoncer, denounce
créa, created
couchait, slept
convoi, convoy
confidence, confidence
assimiler, assimilate
aînée, eldest
agraire, agrarian
accueilli, welcomed
aboutissement, outcome
voyager, travel
violents, violent
séquence, sequence
semis, sowing
rosita, rosita
régression, regression
rappelant, reminiscent
plié, folded
peste, plague
perrot, perrot
pénurie, shortage
particularités, features
ordonne, orders
marrer, laugh
linéaires, linear
légale, legal
irons, go
hésitant, hesitant
glissement, slip
essuya, wiped
envoyés, sent
enseignants, teachers
drames, dramas
directrice, Director
détourne, diverts
délibérations, deliberations
coalition, coalition
boisson, drink
autorise, authorizes
astre, star
animation, animation
wilson, wilson
vii, vii
toc, fake
témoigner, testify
taisait, silent
significations, meanings
secouant, shaking
retrouvant, finding
redoutait, feared
rangés, stored
protestation, protest
précipiter, precipitate
précaire, precarious
physicien, physicist
nombreuse, large
montres, watches
minorité, minority
milan, kite
mèches, highlights
lentes, slow
laissais, let
inter, Inter
inquiétait, worried
indien, Indian
idiote, idiot
grossière, coarse
fusées, rockets
fondées, based
finirait, would end
eusse, would have
droites, straight
déséquilibres, imbalances
dérision, derision
démontre, shows
cale, hold
bride, flange
bourré, stuffed
banquier, banker
appartenaient, belonged
akbir, akbir
vaisseau, ship
unanimité, unanimity
taxes, taxes
tatav, tatav
syllabes, syllables
suggérer, suggest
sonna, rang
sollicitude, solicitude
solennelle, Solemn
sexualité, sexuality
routier, road
retint, retained
républicains, Republicans
renonce, waives
recueilli, collected
ramassé, picked up
querelles, quarrels
psycho, psycho
portées, brought
ouvertement, openly
offraient, offered
mythologie, mythology
monts, Mountains
mineur, minor
issues, from
intégralement, fully
infime, tiny
grossièrement, roughly
graine, seed
fourchette, fork
fondateur, founder
finira, end
farce, farce
fade, bland
entrepreneur, contractor
directives, instructions
désinvolture, flippancy
culpabilité, guilt
contingent, contingent
collés, stuck
châtiment, punishment
chanoine, Canon
bungalow, bungalow
battements, beats
avançant, advancing
archaïques, archaic
annexes, Annexes
alonso, alonso
agité, agitated
adressant, Speaking
adapté, adapted
accroupi, squat
vivais, lived
visions, visions
versé, paid
verrai, see
vapeurs, vapors
traduisent, translate
téléphonique, telephone
spin, spin
soutient, supports
soupire, sigh
seconds, second
réussites, successes
record, record
pyrénées, Pyrenees
provoquée, caused
prisons, prisons
placards, cupboards
pareillement, likewise
parcs, Parks
paisiblement, peacefully
officielles, official
museau, snout
murmurait, murmured
mouettes, Seagulls
matériau, material
folavril, folavril
enchanté, enchanted
enchaînement, sequence
embarquer, embark
disparaissait, disappeared
différentielle, differential
dette, debt
délicieuse, delicious
conservés, retained
concurrents, competitors
chirurgie, surgery
cartons, cartons
cantine, canteen
bassins, basins
atalanta, atalanta
amical, friendly
affirma, stated
tunisie, tunisia
tremblaient, trembled
tapisserie, tapestry
suscité, generated
soufflé, blown
septembrei, septembrei
reposent, based
régner, reign
reflète, reflects
recouverte, covered
psychologues, Psychologists
physiologiques, physiological
philosophiques, philosophical
objections, objections
nièce, niece
nage, swim
munich, Munich
modifiée, modified
loger, house
laure, laure
lâcha, dropped
irritation, irritation
implantation, implantation
fractions, fractions
engagea, engaged
dupe, dupe
djamila, djamila
dictature, dictatorship
défend, defends
connerie, bullshit
communément, commonly
colis, parcel
cognac, cognac
cliniques, clinical
cardoni, Cardoni
cape, mantle
attirait, attracted
arcades, arcades
acquisitions, acquisitions
acceptation, acceptance
vendait, sold
singes, monkeys
sécher, dry
schémas, patterns
saine, healthy
routiers, Road
roula, rolled
retrouvons, find
refermé, closed
radical, radical
proviennent, from
plantés, planted
pénétrant, penetrating
passez, go
ongle, nail
nègres, Negroes
montpellier, montpellier
montmartre, montmartre
manteaux, coats
lignée, line
lieues, leagues
lentilles, lentils
laide, homely
instinctivement, instinctively
honorable, honorable
héritier, heir
gontran, Gontran
généralisée, generalized
fiscales, tax
exploitants, operators
enrichir, enrich
dixième, tenth
distribuer, distribute
diras, say
désignait, designated
demeures, homes
dédain, disdain
déchets, waste
comptables, accounting
clermont, clermont
chignon, bun
brûlée, burned
berthier, berthier
augustus, augustus
analogies, analogies
alternativement, alternately
aigre, sour
agitant, waving
affût, carriage
accrochée, hanging
touriste, tourist
tonton, Uncle
témoignent, testify
sournois, sneaky
soupçonner, suspect
solidité, solidity
saintes, holy
revêtu, coated
respectifs, respective
recouverts, covered
puissamment, mightily
offertes, offered
moyennant, through
mêlaient, mixed
méchante, wicked
maxwell, maxwell
intitulé, entitled
interruption, interruption
insecte, insect
impératifs, requirements
iiie, third to the
humiliation, humiliation
grammes, grams
glissent, slide
estrade, platform
essuyer, wipe
entretiens, interviews
eisenhower, eisenhower
effrayant, scary
efforçant, striving
déduit, deducted
coupure, cut
collée, glued
cirée, waxed
chienne, bitch
chercheur, researcher
censure, censorship
casino, casino
bonbons, candy
appelant, appellant
amenée, brought
vomir, vomit
unit, unit
tranchant, sharp
stagiaires, Trainees
saugues, saugues
rumeurs, rumors
ris, reef
rêvais, dreaming
refroidissement, cooling
recommandé, recommended
publia, published
pleuvait, raining
perçu, perceived
norvège, Norway
monique, monique
moitiés, halves
minérale, Mineral
irlande, Ireland
grenouille, frog
fronts, fronts
forge, forge
ferraille, scrap
faiblesses, weaknesses
embarrassé, embarrassed
