qué what
rodea surrounding
fina fine
ausente absent
decirse said
chulo pimp
corporación corporation
blanche blanche
abandonada abandoned
linea Online
emocionada excited
dispararé shoot
resultar result
sermón sermon
bóveda vault
estanque pond
amabas loved
fábricas factories
espuma foam
mostrarles show
tías aunts
necesitaban needed
seríamos would be
oía heard
novedades new
enseñan teach
sensato sensible
estrictamente strictly
agnes agnes
cuchara spoon
maricas fags
asumo I assume
agarre grip
alias alias
valiosa valuable
acérquense draw near
fichas chips
susie susie
tramando plotting
inventé invented
rechazo rejection
sólido solid
deberán be
anfitrión host
sincronizado synchronized
concha shell
reggie reggie
levantarte get up
viviremos live
suministros supplies
entregue give
abandono abandonment
admirable admirable
sillón chair
alberto alberto
cálculos calculations
mueves move
tómala take it
curiosa curious
usualmente usually
pensaban thought
rezando praying
apestoso stinky
chester chester
ofrecerte offer
gestapo gestapo
suponer suppose
semilla seed
dominar dominate
ingenio wit
impuesto tax
billie billie
iros go away
orgasmo orgasm
sorprendida surprised
generosidad generosity
opino I think
mejorado improved
rebelión rebellion
libremente freely
peligrosas dangerous
duelen hurt
confieso I confess
funcionario official
pérdidas losses
homosexuales gay
huracán hurricane
preparación preparation
lauren lauren
paguen pay
escuchaba listen
cortaré cut
fusión fusion
tambor drum
insecto insect
mecanismo mechanism
repita repeat
conclusiones conclusions
servidor server
serias serious
ayuden help
atraparlo catch
ética ethics
mostrarme show
caderas hips
creencias beliefs
coloca placed
abismo abyss
ideales ideal
rastros traces
arca ark
perla pearl
oposición opposition
alojamiento accommodation
arrepiento sorry
paranoico paranoid
escondes hide
predicador preacher
nino child
celebrando celebrating
infinito infinite
forman are
maligno malignant
ganaron won
continúen continue
suzanne suzanne
bates Bats
asegurarnos sure
perderlo lose
casita cottage
prácticas practices
mueran die
popa stern
llámalo call it
aborto abortion
perdidas lost
glen glen
heil heil
blusa blouse
reconocí recognized
gimnasia gymnastics
bailo dance
administrador administrator
precaución caution
abrimos open
cultural cultural
halla is
banquero banker
negativa negative
calvo bald
misiones missions
dobles double
quitaré remove
apague off
conforme according
artificial artificial
jardinero gardener
proteja protect
siguieron followed
fundamental fundamental
apodo nickname
católico Catholic
creativo creative
porche porch
acusados accused
realizado completed
frijoles beans
moría died
pescador fisherman
escuchame listen to me
dificultad difficulty
convincente convincing
soñaba dreaming
colapso collapse
caña cane
ventajas advantage
hubiesen had
irías would you go
alambre wire
price price
feas ugly
económica economic
evidencias evidence
finge pretends
tormentas storms
pídele ask
feroz fierce
comisionado Commissioner
perdonarme forgive
arregle fix
ladrillos bricks
camilla stretcher
comete commits
clavo nail
primaria primary
diálogo dialogue
patty patty
pensarás think
curado cured
comprarlo buy
tocarlo touch
eduardo eduardo
casará marry
ruega Please
luchado fought
mejilla cheek
proceder proceed
metan mess
milton milton
babor port
agradables nice
pobrecita poor thing
derrotado defeated
convenció convinced
pensarán think
lazos ties
apollo apollo
campbell campbell
pentágono pentagon
dramático dramatic
apreciar appreciate
ninja ninja
ramón ramon
explicarme explain
burns burns
subtitulos subtitles
deprimente depressing
acabaré will finish
devuelto Total
apartamentos apartments
oportuno appropriate
comerciante merchant
controles controls
prohibida prohibited
bonnie bonnie
acompañar accompany
ejércitos armies
alrededores surroundings
asamblea assembly
encontrarlos find
moviéndose moving
disfruto I enjoy
agresivo aggressive
cintura waist
lavabo sink
ardilla squirrel
angus angus
fax fax
habiar taIk
profecía prophecy
contamos we
gemelas Twin
cumplió fulfilled
arreglando fixing
correspondencia correspondence
aficionado amateur
químicos chemical
forastero stranger
mantendrá maintain
veinticinco twenty-five
frasco jar
participación participation
lunático lunatic
contrabando smuggling
gobernar rule
golfo gulf
cocodrilo crocodile
disculpan excuse
sepamos know
pica pica
timmy timmy
conozcan know
terminaré finish
obstáculo obstacle
fanático fanatic
lote lot
tribunales courts
pecadores sinners
declara states
retira removed
iniciativa initiative
maletero trunk
north north
inconveniente disadvantage
daniels daniels
silver silver
tesis thesis
sinceridad sincerity
lloro cry
convierten become
cuñada sister
casera home
arregló managed
utilizado used
plana flat
grúa crane
dieciséis sixteen
beethoven beethoven
cangrejo crab
atentos watch
relajarte relax
mojada wet
frio cold
táctica tactic
reunidos meeting
meteré I will bring
exagerando exaggerating
papito daddy
ame love
lancha boat
callada silent
enterar find out
compañia company
ángela Angela
congresista congressman
amuleto amulet
alimenta feeds
campeones champions
detuvieron stopped
lodo mud
ciervo deer
atrapan trap
cambies change
seguirme follow
valla fence
optimista optimistic
ponerla put
comamos eat
yerno son
monumento monument
establecido established
suecia Sweden
hughes hughes
cortando cutting
acostar lay down
pantalón pants
giovanni giovanni
sherry sherry
fijamente fixedly
interruptor switch
regresan back
ling ling
precisión accuracy
casarás marry
dônde where
penal penal
incorrecto incorrect
continuamente continuously
chang chang
sung sung
dedico I dedicate
derrotar defeat
violar violate
asustados scared
gabinete cabinet
partió left
cuarentena quarantine
seguirás will follow
crawford crawford
baba slime
contárselo tell
asustando scaring
eramos we were
drácula Dracula
east east
interese interest
ternura tenderness
legítimo legitimate
comía ate
póquer Poker
figuras Figures
colchón mattress
adelanto advance
sospechar suspect
solicito request
envuelto involved
aceptaría accept
corté cut
puños cuffs
atómica atomic
ahogado drowned
preguntaron asked
carteles posters
naval naval
gorila gorilla
ignorancia ignorance
nudo knot
sábados Saturday
llévala take it
enviaremos send
trofeo trophy
nuca nape
mara mara
from from
mimi mimi
michele michele
acuérdate Remember
frías cold
claudio claudio
apertura opening
tendréis will have
ático attic
equivocó wrong
facturas invoices
cantas sing
comprendí understood
reúne meets
placeres pleasures
echan cast
callarte shut up
entrará enter
cuido care
molestó bothered
louie louie
gallagher gallagher
zach zach
extraterrestres aliens
esperma sperm
intentaremos try
detengas stop
apuntando pointing
liam liam
creerán believe
fanáticos Supporters
estafa fraud
vivian vivian
distante distant
terminada completed
comprarle buy
alejandro Alexander
hostil hostile
tokyo tokyo
cocinando cooking
corras run
rusty rusty
theo theo
invitarte invite
apretar press
pagarte pay you
activa active
muda change
borda rail
peleado fought
editado edited
michigan Michigan
lynn lynn
what what
levanté up
desnudas naked
villano villain
nativos Native
burbujas bubbles
enojo anger
expulsado expelled
forzado forced
volado flown
compadre godfather
seguidores followers
retorno return
vieras scallops
creíamos thought
enrique enrique
cuidará care
paseando walking
ganaré I will win
protegerme protect
dese give yourself
subes upload
mostaza mustard
valley valley
amber amber
morfina morphine
disponibles available
girando turning
públicos public
repentinamente suddenly
suegra mother
documentación documentation
registrar register
debiera should
tramposo cheat
trompeta trumpet
inofensivo harmless
zumo juice
frederick frederick
mostrador counter
henderson henderson
miramos look
culos ass
estâs these
woo woo
nasa pot
olla pot
sacrificios sacrifices
strike strike
comenzará begin
llanto crying
reconoció recognized
enseñarles teach
gregory gregory
gramos grams
tiraste threw
calvin calvin
gustos likes
evita avoids
late beats
entrego give
bota boot
llévenselo Take him
separa separates
protegiendo protecting
rodeados surrounded
ripeados ripped
cheryl cheryl
misil missile
saltando jumping
altamente highly
malvados wicked
morena brunette
pulgadas inches
empujar push
atrasado back
mack mack
cardíaco cardiac
maniobra maneuver
darcy darcy
jet jet
pasto grass
practica practice
picante spicy
evacuación evacuation
robos theft
ejecutado executed
proviene comes
pasaportes passports
porcentaje percentage
pierce pierce
corría ran
gino gino
aparecerá will
terminen end
tolerar tolerate
encargarme take care
subterráneo underground
sentaos sit
esclavitud slavery
creyeron believed
yanquis Yankees
dixon dixon
cortada cut
deshacerme get rid
arbustos shrubbery
tratos treatment
cuidarme take care
aprendes learn
bagdad Baghdad
huelen smell
pelean fight
cuidarte take care
ejemplar copy
desesperadamente desperately
enseñaste taught
river river
visitarme visit
jeanne jeanne
yuri yuri
vestirme dress
eliminado removed
probemos let's try
golpeé hit
prestas lend
pastilla tablet
bragas panties
fascista fascist
ayudara help
papeleo paperwork
libera releases
mienten lie
marcharte leave
lionel lionel
vendas bands
invertir invest
firmas firms
ocurriera occur
compran buy
yanqui Yankee
fiona fiona
defecto default
específico specific
ocupe deal
rapidez speed
española Spanish
enfrenta faces
nombrado appointed
iluminación lighting
subasta auction
entregas deliveries
romperé break
quiebra bankruptcy
yegua mare
asombrosa amazing
planear plan
aparición appearance
madam madam
confiado confident
venderlo sell
recomendación recommendation
tomara take
adán Adam
lré I 'il
stark Stark
salvavidas lifeguard
archer archer
buzón mailbox
misterios mysteries
asustas scare
huérfanos orphans
buscó sought
cambiaré will change
dígamelo tell me
chase chase
ocultando hiding
vuelos flights
ganaremos win
ordene order
tomada taken
empezará begin
spanish spanish
librería bookstore
hombrecito man
suéter sweater
levantes lift
comprobado checked
lois lois
rodney rodney
racista racist
adrian adrian
ganarme win
sutil subtle
brindar offer
palomas Pigeons
agujas needles
tocino bacon
butch butch
besarme kiss
timothy timothy
conduzco drive
veían were
canasta basket
torno lathe
baterías batteries
olvidarte forget
yace lies
notable notable
pintado painted
traicionó betrayed
lema motto
prefieren prefer
digital digital
rodeo rodeo
nápoles Naples
turista tourist
internado internship
españoles Spanish
telefono phone
protagonista protagonist
gonna gonna
atrapó caught
ingenuo naive
húmedo wet
internacionales international
anormal abnormal
embarazoso embarrassing
mataremos kill
peligros dangers
anita anita
stop stop
atlántico Atlantic
injusticia injustice
tenerlos them
noventa ninety
dure last
acera sidewalk
revolucionario revolutionary
abriendo opening
ming ming
buenísimo terrific
langosta lobster
causando causing
escritora writer
representar represent
clinton clinton
luto mourning
holandés Dutch
hassan hassan
suenan sound
anota notes
espejos mirrors
extiende extends
hugh hugh
corrientes currents
ingeniería engineering
candidatos candidates
finca estate
exclusiva exclusive
discreto discrete
luigi luigi
trauma trauma
hemorragia hemorrhage
carpa tent
vinos wines
conserje concierge
sexualmente sexually
económico economic
alegres happy
defectos defects
monjas Nuns
cool cool
iii iii
reglamento regulation
uvas grapes
herbert herbert
positiva positive
himno anthem
casero home
homenaje tribute
digna worthy
tablas Tables
pagos payments
opera operates
chófer driver
tragar swallow
devuelva back
decepción disappointment
decano dean
panamá Panama
quiza perhaps
gases gases
ingreso entry
desarrollar develop
flora flora
psiquiátrico psychiatric
encarga charge
tos cough
oxford oxford
quites take off
traslado transfer
ano anus
locuras crazy
pimienta pepper
